"","gid","g.lon","g.lat","CO2","PM2.5","SOx","NOx"
"2360","122.04_28.27",122.04,28.27,3.54419437396374,0.00573129938053606,0.0338766349546116,0.0712829268797198
"2361","122.05_28.27",122.05,28.27,6.30283523112538,0.00932882111890235,0.0642393915887016,0.119967973545727
"2362","122.05_28.28",122.05,28.28,3.52045146916926,0.00582579336197584,0.0390571729166576,0.0703841294016286
"2363","122.06_28.29",122.06,28.29,4.11822611234766,0.00678384869483718,0.0455983014929199,0.082413329901194
"2364","122.06_28.3",122.06,28.3,3.9929326609788,0.00633876255351488,0.0430937386360767,0.0781145591478367
"2365","122.07_28.31",122.07,28.31,3.58243314599697,0.00585030399004854,0.0386285258044975,0.0713516255379245
"2366","122.07_28.32",122.07,28.32,3.82675468633548,0.0060037146902752,0.0371770327758543,0.0754104516407484
"2367","122.08_28.33",122.08,28.33,NA,NA,NA,NA
"2368","122.08_28.34",122.08,28.34,NA,NA,NA,NA
"2369","122.09_28.34",122.09,28.34,NA,NA,NA,NA
"2370","122.09_28.35",122.09,28.35,NA,NA,NA,NA
"2371","122.1_28.36",122.1,28.36,NA,NA,NA,NA
"2372","122.1_28.37",122.1,28.37,1.96879343654355,0.0029254546897341,0.0222865808269491,0.0371278162784278
"2373","122.11_28.37",122.11,28.37,NA,NA,NA,NA
"2374","122.11_28.38",122.11,28.38,2.31518683629988,0.00359908975615112,0.0265894189852287,0.0445812269214343
"2375","122.12_28.39",122.12,28.39,3.89298501802271,0.00609270218237905,0.0429464271106133,0.0755332443539008
"2376","122.13_28.4",122.13,28.4,NA,NA,NA,NA
"2377","122.13_28.41",122.13,28.41,4.2943121665052,0.00684063387308845,0.0423772660789303,0.0852493961663055
"2378","122.14_28.42",122.14,28.42,4.44920201324393,0.00685884598367631,0.0500102314668104,0.0856941387733603
"2379","122.15_28.43",122.15,28.43,6.93339911175766,0.0108996213756013,0.0768079352458663,0.135165949010699
"2380","122.15_28.44",122.15,28.44,3.24690071760759,0.00489288641965755,0.033974875008016,0.0621472436584263
"2381","122.16_28.45",122.16,28.45,6.21531113091577,0.00982195063119069,0.0687321232529347,0.121511318164245
"2382","122.17_28.46",122.17,28.46,6.09364411908615,0.00942179848497557,0.0686810140479149,0.117735115435774
"2383","122.17_28.47",122.17,28.47,4.75057740530712,0.00717532995204191,0.0520511458032108,0.0907095934215423
"2384","122.18_28.48",122.18,28.48,5.40988677436889,0.00850086074960404,0.0622146245823222,0.105241531736845
"2385","122.18_28.49",122.18,28.49,4.01493509469809,0.0059016425926655,0.0452924017551051,0.075451515690631
"2386","122.19_28.5",122.19,28.5,4.73764583832808,0.00739972910889612,0.0522826193209068,0.0919709348964679
"2387","122.2_28.51",122.2,28.51,5.04572536800318,0.00799900893671028,0.0563378141094871,0.0985433322096041
"2388","122.21_28.52",122.21,28.52,5.43330910727033,0.00866392603017919,0.0607735547016278,0.106637237228476
"2389","122.22_28.53",122.22,28.53,4.94147593805088,0.0073206660918151,0.0550554740119461,0.0932314690557368
"2390","122.22_28.54",122.22,28.54,5.7670966131856,0.00896991987758183,0.063840758717762,0.111809127229204
"2391","122.22_28.55",122.22,28.55,4.11295686059294,0.00643420051221188,0.0458797463025387,0.0797611992311048
"2392","122.23_28.56",122.23,28.56,5.23290948686352,0.00810198690790463,0.0570071617643903,0.101126976874857
"2393","122.26_28.61",122.26,28.61,3.6213943465184,0.00560660332059022,0.03950162006114,0.0701502855172599
"2394","122.27_28.62",122.27,28.62,3.8944865357716,0.0056841885800517,0.0424233221388494,0.0732030479262613
"2395","122.27_28.63",122.27,28.63,2.92496583567223,0.00448275255558242,0.0325914650862155,0.0563574498342452
"2396","122.28_28.64",122.28,28.64,88.5514800042564,0.132469912486088,0.996979822231977,1.68076337098687
"2397","122.29_28.65",122.29,28.65,4.55829139554326,0.00685844946574013,0.0505012789490327,0.0869116125724795
"2398","122.29_28.66",122.29,28.66,3.50014016617202,0.00512790814140466,0.0380081756560793,0.0658723769203041
"2399","122.3_28.67",122.3,28.67,5.793570718118,0.00837868081925463,0.0621261555665666,0.108442185213815
"2400","122.3_28.68",122.3,28.68,2.80704520192407,0.00391705378915318,0.0292951700773672,0.0516282867588798
"2401","122.31_28.68",122.31,28.68,6.52563841159887,0.00941196409107136,0.0684995384155919,0.121621398649729
"2402","122.31_28.69",122.31,28.69,4.44349395883956,0.00601126091875275,0.0455753213850672,0.0808192253771775
"2403","122.32_28.7",122.32,28.7,5.60564442480227,0.00847177299880067,0.059565607375927,0.10718896169216
"2404","122.33_28.71",122.33,28.71,7.04855174888905,0.0109498037197029,0.0768914021172248,0.136836748011946
"2405","122.33_28.72",122.33,28.72,4.62520469301708,0.00706862743254629,0.0497537437695056,0.0889636824861036
"2406","122.34_28.73",122.34,28.73,6.22179951486685,0.00980875865759946,0.0692489267649944,0.121379911320304
"2407","122.34_28.74",122.34,28.74,4.30886629773583,0.00681483965609583,0.048530753011949,0.0842875282281667
"2408","122.35_28.75",122.35,28.75,7.04588670419054,0.010762319798642,0.0773141171419403,0.13528309962687
"2409","122.36_28.76",122.36,28.76,NA,NA,NA,NA
"2410","122.36_28.77",122.36,28.77,6.94720977642369,0.0103737443585249,0.0767214874176368,0.131984939860309
"2411","122.37_28.78",122.37,28.78,NA,NA,NA,NA
"2412","122.37_28.79",122.37,28.79,NA,NA,NA,NA
"2413","122.38_28.79",122.38,28.79,5.43964342935201,0.00878298210304536,0.0600013764936129,0.107426479052849
"2414","122.38_28.8",122.38,28.8,NA,NA,NA,NA
"2415","122.39_28.81",122.39,28.81,7.80510067370499,0.0107135193382245,0.0786097847055628,0.142316484016874
"2416","122.4_28.82",122.4,28.82,10.4456194689934,0.0147457314330068,0.105172219444719,0.192805105224419
"2417","122.4_28.83",122.4,28.83,7.03104712942175,0.0101482998069263,0.0732664344366034,0.130910993888847
"2418","122.41_28.84",122.41,28.84,7.18743105625279,0.0100692060238119,0.0712917139677117,0.132286088971299
"2419","122.41_28.85",122.41,28.85,7.68010194065501,0.0110999207249997,0.0797666093252024,0.14333641121169
"2420","122.41_28.86",122.41,28.86,9.46620724588822,0.0141869702949299,0.103426428915143,0.17982958732654
"2421","122.42_28.87",122.42,28.87,NA,NA,NA,NA
"2422","122.42_28.88",122.42,28.88,NA,NA,NA,NA
"2423","122.43_28.89",122.43,28.89,7.0722613619646,0.0102654728689226,0.07343581720137,0.132322265867454
"2424","122.43_28.9",122.43,28.9,7.31602740201357,0.011122784229556,0.0790326588406956,0.140270174929338
"2425","122.43_28.91",122.43,28.91,5.0706023715214,0.0071917735865477,0.0520643690276786,0.0940727866644275
"2426","122.44_28.91",122.44,28.91,11.1502527634174,0.0159149424086767,0.112644465208337,0.2076401441048
"2427","122.44_28.93",122.44,28.93,8.2832758192758,0.0122237956319894,0.0812900702278614,0.15751836019636
"2428","122.45_28.94",122.45,28.94,11.2388331263531,0.0161442065766954,0.113375122823097,0.209730912822304
"2429","122.45_28.95",122.45,28.95,11.9976852929334,0.0172843801701868,0.119581719262359,0.224022806391133
"2430","122.45_28.96",122.45,28.96,12.5345818789509,0.0174718144467175,0.123153704816294,0.230092498273896
"2431","122.45_28.97",122.45,28.97,15.5380466330646,0.0211249057056019,0.154571962849767,0.282472046831588
"2432","122.46_28.98",122.46,28.98,11.3763326886536,0.0161258427626262,0.124431387965397,0.209414922397607
"2433","122.46_28.99",122.46,28.99,12.7625249998467,0.0182018271270092,0.133815590375302,0.236505408595347
"2434","122.46_29",122.46,29,11.6219183360087,0.0163423256572959,0.113136716953957,0.214471056331944
"2435","122.47_29.01",122.47,29.01,NA,NA,NA,NA
"2436","122.47_29.02",122.47,29.02,NA,NA,NA,NA
"2437","122.47_29.03",122.47,29.03,NA,NA,NA,NA
"2438","122.48_29.04",122.48,29.04,NA,NA,NA,NA
"2439","122.48_29.05",122.48,29.05,11.5473315615307,0.0165594211336892,0.117751624932699,0.215087642335354
"2440","122.49_29.06",122.49,29.06,NA,NA,NA,NA
"2441","122.49_29.07",122.49,29.07,NA,NA,NA,NA
"2442","122.5_29.08",122.5,29.08,NA,NA,NA,NA
"2443","122.5_29.09",122.5,29.09,NA,NA,NA,NA
"2444","122.5_29.1",122.5,29.1,NA,NA,NA,NA
"2445","122.5_29.11",122.5,29.11,NA,NA,NA,NA
"2446","122.5_29.12",122.5,29.12,13.1848811708412,0.0189235069351908,0.136326601764042,0.245188829371303
"2447","122.5_29.13",122.5,29.13,13.9046564838185,0.0202510172359342,0.147481406407923,0.260192687026626
"2448","122.5_29.14",122.5,29.14,19.8743780150871,0.0291928309863819,0.208989827305078,0.373882709264867
"2449","122.5_29.15",122.5,29.15,NA,NA,NA,NA
"2450","122.5_29.16",122.5,29.16,NA,NA,NA,NA
"2451","122.5_29.17",122.5,29.17,NA,NA,NA,NA
"2452","122.5_29.18",122.5,29.18,NA,NA,NA,NA
"2453","122.5_29.19",122.5,29.19,NA,NA,NA,NA
"2454","122.49_29.21",122.49,29.21,NA,NA,NA,NA
"2455","122.49_29.22",122.49,29.22,NA,NA,NA,NA
"2456","122.49_29.23",122.49,29.23,NA,NA,NA,NA
"2457","122.49_29.24",122.49,29.24,NA,NA,NA,NA
"2458","122.49_29.25",122.49,29.25,NA,NA,NA,NA
"2459","122.48_29.26",122.48,29.26,NA,NA,NA,NA
"2460","122.48_29.27",122.48,29.27,NA,NA,NA,NA
"2461","122.48_29.28",122.48,29.28,NA,NA,NA,NA
"2462","122.48_29.29",122.48,29.29,30.0921119418744,0.0396788601835268,0.305461553576658,0.536398401540432
"2463","122.48_29.3",122.48,29.3,35.0454609387592,0.0454046986850337,0.350639557356903,0.620575007777818
"2464","122.48_29.31",122.48,29.31,NA,NA,NA,NA
"2465","122.48_29.32",122.48,29.32,NA,NA,NA,NA
"2466","122.47_29.32",122.47,29.32,NA,NA,NA,NA
"2467","122.47_29.33",122.47,29.33,35.2935753011534,0.0461250660217775,0.347497702360011,0.626540782765539
"2468","122.47_29.34",122.47,29.34,NA,NA,NA,NA
"2469","122.46_29.35",122.46,29.35,NA,NA,NA,NA
"2470","122.46_29.36",122.46,29.36,NA,NA,NA,NA
"2471","122.46_29.37",122.46,29.37,NA,NA,NA,NA
"2472","122.45_29.38",122.45,29.38,NA,NA,NA,NA
"2473","122.45_29.4",122.45,29.4,NA,NA,NA,NA
"2474","122.45_29.42",122.45,29.42,NA,NA,NA,NA
"2475","122.45_29.43",122.45,29.43,NA,NA,NA,NA
"2476","122.45_29.44",122.45,29.44,NA,NA,NA,NA
"2477","122.44_29.45",122.44,29.45,NA,NA,NA,NA
"2478","122.44_29.46",122.44,29.46,NA,NA,NA,NA
"2479","122.44_29.47",122.44,29.47,NA,NA,NA,NA
"2480","122.44_29.48",122.44,29.48,NA,NA,NA,NA
"2481","122.44_29.49",122.44,29.49,NA,NA,NA,NA
"2482","122.44_29.5",122.44,29.5,NA,NA,NA,NA
"2483","122.44_29.51",122.44,29.51,NA,NA,NA,NA
"2484","122.43_29.52",122.43,29.52,41.0356402967127,0.050403737119175,0.381732979643854,0.708632487776157
"2485","122.43_29.53",122.43,29.53,47.2532136011174,0.0587555999654615,0.43350285705872,0.822394667336795
"2486","122.43_29.54",122.43,29.54,NA,NA,NA,NA
"2487","122.43_29.55",122.43,29.55,NA,NA,NA,NA
"2488","122.42_29.56",122.42,29.56,NA,NA,NA,NA
"2489","122.42_29.57",122.42,29.57,NA,NA,NA,NA
"2490","122.42_29.58",122.42,29.58,NA,NA,NA,NA
"2491","122.41_29.59",122.41,29.59,NA,NA,NA,NA
"2492","122.41_29.6",122.41,29.6,NA,NA,NA,NA
"2493","122.41_29.61",122.41,29.61,NA,NA,NA,NA
"2494","122.41_29.62",122.41,29.62,NA,NA,NA,NA
"2495","122.4_29.63",122.4,29.63,NA,NA,NA,NA
"2496","122.4_29.64",122.4,29.64,NA,NA,NA,NA
"2497","122.38_29.66",122.38,29.66,NA,NA,NA,NA
"2498","122.2_29.86",122.2,29.86,NA,NA,NA,NA
"2499","122.19_29.88",122.19,29.88,NA,NA,NA,NA
"2500","122.07_29.92",122.07,29.92,NA,NA,NA,NA
"2501","122.08_29.92",122.08,29.92,NA,NA,NA,NA
"2502","122.34_29.72",122.34,29.72,NA,NA,NA,NA
"2503","122.35_29.72",122.35,29.72,NA,NA,NA,NA
"2504","122.39_29.71",122.39,29.71,NA,NA,NA,NA
"2505","122.4_29.71",122.4,29.71,NA,NA,NA,NA
"2506","122.41_29.71",122.41,29.71,NA,NA,NA,NA
"2507","122.45_29.75",122.45,29.75,NA,NA,NA,NA
"2508","122.46_29.77",122.46,29.77,NA,NA,NA,NA
"2509","122.46_29.78",122.46,29.78,NA,NA,NA,NA
"2510","122.47_29.78",122.47,29.78,NA,NA,NA,NA
"2511","122.47_29.79",122.47,29.79,90.0246588467453,0.0937507018450291,0.698962993324056,1.46250280089063
"2512","122.48_29.82",122.48,29.82,29.4160980961957,0.0340791582157034,0.284955010869282,0.498441559313706
"2513","122.48_29.83",122.48,29.83,13.1662127081627,0.0161567856445937,0.132445253938727,0.228824740005246
"2514","122.48_29.84",122.48,29.84,78.2816452139384,0.0937667651627579,0.807706817631208,1.33800874658196
"2515","122.49_29.85",122.49,29.85,2.9293479811552,0.00342757277980688,0.0274662612482465,0.0502884259782836
"2516","122.49_29.86",122.49,29.86,3.85029240531182,0.00447837604929222,0.0372140381301474,0.0654221455000224
"2517","122.49_29.87",122.49,29.87,4.00626720286641,0.00451639547892143,0.03712266986669,0.0673480146299913
"2518","122.49_29.88",122.49,29.88,1.61265967329184,0.00176431787243337,0.0139060310194752,0.0269473908176534
"2519","122.5_29.88",122.5,29.88,3.49354883097809,0.00394134326432248,0.0335639647948656,0.0586693525095351
"2520","122.5_29.89",122.5,29.89,4.81841374205998,0.00537276111952338,0.0447928430580809,0.0806877587786309
"2521","122.5_29.9",122.5,29.9,1.97999803061317,0.0022372103730259,0.018579306265268,0.0334047072562515
"2522","122.51_29.9",122.51,29.9,2.52171620846397,0.00287516006720752,0.0239214927020603,0.0425284425141172
"2523","122.51_29.91",122.51,29.91,3.05596140935887,0.00370570394460501,0.0306609803108205,0.052715027754236
"2524","122.52_29.92",122.52,29.92,58.3401722486091,0.0684418055516635,0.587500197659121,0.99325422611341
"2525","122.53_29.93",122.53,29.93,3.3772076408146,0.00316720193095772,0.0224451355569725,0.0538402948672736
"2526","122.53_29.94",122.53,29.94,1.10997956145743,0.00152578101272666,0.0126586687059848,0.0199690030585446
"2527","122.54_29.95",122.54,29.95,5.12024878119249,0.00648050863533571,0.053179234294946,0.0901551864271532
"2528","122.54_29.96",122.54,29.96,4.28593014548178,0.00537653695713602,0.0461054938593981,0.0749388882916989
"2529","122.54_29.97",122.54,29.97,3.60636695126594,0.00457096661277348,0.0373718981954207,0.0636757975245521
"2530","122.54_29.98",122.54,29.98,4.26163358671929,0.00494133106623895,0.0416464423098314,0.0725420777728139
"2531","122.55_29.98",122.55,29.98,5.53321742879382,0.00673163930224923,0.0596233923592728,0.0952504605812587
"2532","122.55_29.99",122.55,29.99,8.30437992980594,0.0101040690686892,0.0898177255707171,0.143136837070541
"2533","122.55_30",122.55,30,11.48837228733,0.0136268428021864,0.117209815521811,0.196686150059967
"2534","122.55_30.01",122.55,30.01,10.9691524647306,0.0130393685062798,0.112947540041587,0.188150104950004
"2535","122.55_30.02",122.55,30.02,8.73183562596443,0.0101862648308302,0.0889282971900589,0.14872919601456
"2536","122.56_30.02",122.56,30.02,5.8868061787309,0.00727284760513557,0.0637067691752904,0.102325083951455
"2537","122.56_30.03",122.56,30.03,5.39337177050252,0.00653986396937633,0.0562456788210942,0.0929717173114342
"2538","122.56_30.04",122.56,30.04,96.0268282312576,0.118408939375201,1.05398730480803,1.6627476681215
"2539","122.56_30.05",122.56,30.05,8.87113813419547,0.010775300181449,0.0934544408388299,0.153018620106262
"2540","122.57_30.06",122.57,30.06,4.04514003020947,0.00517138214605676,0.0453855470144553,0.0710856644579671
"2541","122.57_30.07",122.57,30.07,3.98154164361786,0.00511119547603576,0.0432340264036775,0.0700203649201341
"2542","122.57_30.08",122.57,30.08,9.09195433142046,0.011600554380223,0.101476962101903,0.160275614024562
"2543","122.58_30.08",122.58,30.08,4.99815676796468,0.00668230484890684,0.0595116822635742,0.0887341123982701
"2544","122.58_30.09",122.58,30.09,7.91340222272197,0.0104521651231331,0.0933241520216994,0.140241783209789
"2545","122.58_30.1",122.58,30.1,8.11972128345344,0.010395218869817,0.0911703793380961,0.142471851752476
"2546","122.58_30.11",122.58,30.11,7.85716226253429,0.0100991551507124,0.0884868375836047,0.138185581097198
"2547","122.58_30.12",122.58,30.12,7.9528838096696,0.0101419925934609,0.0890320014891141,0.13950895330613
"2548","122.58_30.13",122.58,30.13,6.90334790159946,0.00863526096591829,0.0758515543122629,0.120097987549742
"2549","122.59_30.14",122.59,30.14,8.81321389720055,0.01173079520908,0.103168789358861,0.156859869175166
"2550","122.59_30.15",122.59,30.15,9.90473428443611,0.0130380775653479,0.115402916686367,0.175291274163465
"2551","122.59_30.16",122.59,30.16,17.3628438017946,0.0218471282010258,0.194582777410273,0.302578039597999
"2552","122.6_30.17",122.6,30.17,24.9640437227787,0.0308305107660231,0.273855600926182,0.432763791374076
"2553","122.6_30.18",122.6,30.18,24.8927206066885,0.0310903810820668,0.273635790950962,0.433567875731764
"2554","122.6_30.19",122.6,30.19,24.7776652798409,0.0314551937531411,0.278162254313998,0.434438948666345
"2555","122.6_30.2",122.6,30.2,207.355384250381,0.259251235189602,2.28472709873644,3.6127991673491
"2556","122.6_30.21",122.6,30.21,21.3720124405812,0.0269624436217991,0.236807874298253,0.373941148814015
"2557","122.6_30.22",122.6,30.22,15.6528344623059,0.0187597921425103,0.15989720974332,0.268510090302858
"2558","122.6_30.23",122.6,30.23,10.1698179664539,0.0127588719499739,0.110206108350829,0.177224260401921
"2559","122.59_30.24",122.59,30.24,3.89132360809902,0.00483381877484317,0.0365126275101362,0.0685040583745056
"2560","122.59_30.25",122.59,30.25,4.38106924942336,0.00538320896990716,0.041219648362412,0.0766803612539088
"2561","122.59_30.26",122.59,30.26,4.02562555131101,0.00537053052698924,0.0428759914510647,0.0725078076334908
"2562","122.58_30.27",122.58,30.27,3.62731363105841,0.00408922249974255,0.0312591664900453,0.0615140200138707
"2563","122.58_30.28",122.58,30.28,5.44991150928283,0.00697992240810511,0.0578190062750945,0.0959035407165286
"2564","122.58_30.29",122.58,30.29,2.86973977259825,0.00380751169792071,0.0316355517080979,0.0514891986788099
"2565","122.58_30.3",122.58,30.3,5.60000628086364,0.00581184944330592,0.0455762024273373,0.0920382359875328
"2566","122.58_30.31",122.58,30.31,6.15444572817195,0.00768199539187579,0.0631314658636709,0.107811382052624
"2567","122.58_30.32",122.58,30.32,3.5792247919319,0.00451876754910592,0.0367339596638746,0.0632492229438294
"2568","122.58_30.33",122.58,30.33,3.10969882745202,0.00405251557285157,0.0348810887087675,0.0555691052951556
"2569","122.58_30.34",122.58,30.34,2.76435616988734,0.0038239493074625,0.0302164858691911,0.0507191197418612
"2570","122.57_30.35",122.57,30.35,5.89066916130425,0.00724060251456405,0.0529335532198268,0.1029127250499
"2571","122.57_30.36",122.57,30.36,3.30882842449976,0.00434841780093405,0.0328414121153223,0.0596044389055464
"2572","122.57_30.37",122.57,30.37,4.53349541288096,0.00547258163612482,0.0415254012809651,0.0787589022271513
"2573","122.56_30.37",122.56,30.37,2.83224291380622,0.00364815148990234,0.0221215766067619,0.0508416462092673
"2574","122.56_30.38",122.56,30.38,3.53290786776077,0.00412740860792458,0.0317971907740034,0.0596689647755609
"2575","122.55_30.39",122.55,30.39,3.53495959698871,0.00363414306484088,0.0255233710068642,0.057750922881932
"2576","122.54_30.45",122.54,30.45,NA,NA,NA,NA
"2577","122.53_30.45",122.53,30.45,NA,NA,NA,NA
"2578","122.53_30.46",122.53,30.46,NA,NA,NA,NA
"2579","122.52_30.47",122.52,30.47,NA,NA,NA,NA
"2580","122.52_30.48",122.52,30.48,NA,NA,NA,NA
"2581","122.51_30.49",122.51,30.49,NA,NA,NA,NA
"2582","122.46_30.53",122.46,30.53,NA,NA,NA,NA
"2583","122.45_30.53",122.45,30.53,NA,NA,NA,NA
"2584","122.42_30.54",122.42,30.54,NA,NA,NA,NA
"2585","122.41_30.54",122.41,30.54,NA,NA,NA,NA
"2586","122.4_30.54",122.4,30.54,NA,NA,NA,NA
"2587","122.16_30.57",122.16,30.57,NA,NA,NA,NA
"2588","122.13_30.58",122.13,30.58,NA,NA,NA,NA
"2589","122.2_30.55",122.2,30.55,NA,NA,NA,NA
"2590","122.28_30.54",122.28,30.54,NA,NA,NA,NA
"2591","122.29_30.54",122.29,30.54,NA,NA,NA,NA
"2592","122.38_30.52",122.38,30.52,NA,NA,NA,NA
"2593","122.4_30.52",122.4,30.52,NA,NA,NA,NA
"2594","122.42_30.51",122.42,30.51,NA,NA,NA,NA
"2595","122.43_30.51",122.43,30.51,NA,NA,NA,NA
"2596","122.47_30.5",122.47,30.5,NA,NA,NA,NA
"2597","122.48_30.5",122.48,30.5,NA,NA,NA,NA
"2598","122.5_30.49",122.5,30.49,NA,NA,NA,NA
"2599","122.51_30.48",122.51,30.48,NA,NA,NA,NA
"2600","122.53_30.47",122.53,30.47,NA,NA,NA,NA
"2601","122.54_30.46",122.54,30.46,NA,NA,NA,NA
"2602","122.56_30.41",122.56,30.41,5.45746769695316,0.00644260437505176,0.0515793385740297,0.0936468917413157
"2603","122.57_30.39",122.57,30.39,2.56280577868352,0.00333747981411874,0.0273972479284902,0.0455450031126766
"2604","122.58_30.35",122.58,30.35,5.5501379306671,0.00666100161129928,0.0493983713230989,0.0958831831298049
"2605","122.59_30.33",122.59,30.33,4.13578927862786,0.00519587143308066,0.0430230818548107,0.07257506389479
"2606","122.59_30.32",122.59,30.32,5.48018021967474,0.00726646139742128,0.0594816817637133,0.0981655991059134
"2607","122.59_30.31",122.59,30.31,6.43442978207449,0.00849798684614943,0.0720185085074807,0.114913933732488
"2608","122.59_30.3",122.59,30.3,11.1956894274019,0.0118216160164657,0.0982832530538595,0.184663375297403
"2609","122.59_30.29",122.59,30.29,9.42340706902198,0.0123303910791008,0.103082274185603,0.167771629154036
