"","gid","gid","N","lon","lat"
"20504","121.4672_31.1245","121.4672_31.1245",6,121.4672,31.1245
"20505","121.9229_29.9332","121.9229_29.9332",8,121.9229,29.9332
"20506","121.9228_29.933","121.9228_29.933",87,121.9228,29.933
"20507","121.9227_29.9331","121.9227_29.9331",12,121.9227,29.9331
"20508","121.4965_31.3668","121.4965_31.3668",109,121.4965,31.3668
"20509","121.4965_31.3667","121.4965_31.3667",2,121.4965,31.3667
"20510","121.4965_31.3669","121.4965_31.3669",59,121.4965,31.3669
"20511","121.4964_31.3668","121.4964_31.3668",74,121.4964,31.3668
"20512","121.4964_31.3669","121.4964_31.3669",92,121.4964,31.3669
"20513","121.4965_31.3666","121.4965_31.3666",1,121.4965,31.3666
"20514","121.4963_31.3669","121.4963_31.3669",7,121.4963,31.3669
"20515","121.4965_31.367","121.4965_31.367",12,121.4965,31.367
"20516","121.4966_31.3669","121.4966_31.3669",8,121.4966,31.3669
"20517","121.4963_31.367","121.4963_31.367",5,121.4963,31.367
"20518","121.4963_31.3671","121.4963_31.3671",6,121.4963,31.3671
"20519","121.4966_31.3668","121.4966_31.3668",8,121.4966,31.3668
"20520","121.4963_31.3668","121.4963_31.3668",5,121.4963,31.3668
"20521","121.4962_31.3668","121.4962_31.3668",2,121.4962,31.3668
"20522","121.4964_31.367","121.4964_31.367",16,121.4964,31.367
"20523","121.4964_31.3671","121.4964_31.3671",3,121.4964,31.3671
"20524","121.4963_31.3667","121.4963_31.3667",2,121.4963,31.3667
"20525","121.4966_31.367","121.4966_31.367",1,121.4966,31.367
"20526","121.4962_31.3671","121.4962_31.3671",2,121.4962,31.3671
"20527","121.4964_31.3667","121.4964_31.3667",2,121.4964,31.3667
"20528","121.4965_31.3671","121.4965_31.3671",1,121.4965,31.3671
"20529","121.4966_31.3671","121.4966_31.3671",1,121.4966,31.3671
"20530","121.4965_31.3673","121.4965_31.3673",4,121.4965,31.3673
"20531","121.4961_31.3716","121.4961_31.3716",242,121.4961,31.3716
"20532","121.4961_31.3717","121.4961_31.3717",395,121.4961,31.3717
"20533","121.496_31.3716","121.496_31.3716",198,121.496,31.3716
"20534","121.4961_31.3715","121.4961_31.3715",27,121.4961,31.3715
"20535","121.496_31.3717","121.496_31.3717",319,121.496,31.3717
"20536","121.496_31.3718","121.496_31.3718",138,121.496,31.3718
"20537","121.4959_31.3719","121.4959_31.3719",2,121.4959,31.3719
"20538","121.4962_31.3718","121.4962_31.3718",12,121.4962,31.3718
"20539","121.4962_31.3717","121.4962_31.3717",31,121.4962,31.3717
"20540","121.4961_31.3718","121.4961_31.3718",149,121.4961,31.3718
"20541","121.496_31.3715","121.496_31.3715",32,121.496,31.3715
"20542","121.4959_31.3716","121.4959_31.3716",21,121.4959,31.3716
"20543","121.4958_31.3715","121.4958_31.3715",7,121.4958,31.3715
"20544","121.4959_31.3717","121.4959_31.3717",17,121.4959,31.3717
"20545","121.496_31.3719","121.496_31.3719",10,121.496,31.3719
"20546","121.8637_29.9375","121.8637_29.9375",344,121.8637,29.9375
"20547","121.8639_29.9374","121.8639_29.9374",9,121.8639,29.9374
"20548","121.8634_29.9374","121.8634_29.9374",4,121.8634,29.9374
"20549","121.8635_29.9374","121.8635_29.9374",5,121.8635,29.9374
"20550","121.4962_31.3719","121.4962_31.3719",3,121.4962,31.3719
"20551","121.4963_31.3718","121.4963_31.3718",3,121.4963,31.3718
"20552","121.8671_29.9361","121.8671_29.9361",3,121.8671,29.9361
"20553","121.4962_31.3716","121.4962_31.3716",2,121.4962,31.3716
"20554","121.4958_31.3716","121.4958_31.3716",8,121.4958,31.3716
"20555","121.4963_31.3717","121.4963_31.3717",1,121.4963,31.3717
"20556","121.4959_31.3718","121.4959_31.3718",2,121.4959,31.3718
"20557","121.6613_31.3348","121.6613_31.3348",5,121.6613,31.3348
"20558","121.6613_31.334","121.6613_31.334",1,121.6613,31.334
"20559","121.8669_29.9363","121.8669_29.9363",22,121.8669,29.9363
"20560","121.8667_29.9363","121.8667_29.9363",11,121.8667,29.9363
"20561","121.8665_29.9361","121.8665_29.9361",1,121.8665,29.9361
"20562","121.4964_31.3675","121.4964_31.3675",138,121.4964,31.3675
"20563","121.4963_31.3675","121.4963_31.3675",55,121.4963,31.3675
"20564","121.4964_31.3674","121.4964_31.3674",10,121.4964,31.3674
"20565","121.4963_31.3674","121.4963_31.3674",14,121.4963,31.3674
"20566","121.4964_31.3676","121.4964_31.3676",15,121.4964,31.3676
"20567","121.4962_31.3674","121.4962_31.3674",2,121.4962,31.3674
"20568","121.4963_31.3676","121.4963_31.3676",27,121.4963,31.3676
"20569","121.4962_31.3675","121.4962_31.3675",2,121.4962,31.3675
"20570","121.4963_31.3677","121.4963_31.3677",248,121.4963,31.3677
"20571","121.4964_31.3678","121.4964_31.3678",1,121.4964,31.3678
"20572","121.4961_31.3674","121.4961_31.3674",1,121.4961,31.3674
"20573","121.4965_31.3676","121.4965_31.3676",2,121.4965,31.3676
"20574","121.4964_31.3677","121.4964_31.3677",1,121.4964,31.3677
"20575","121.4963_31.3673","121.4963_31.3673",3,121.4963,31.3673
"20576","121.4965_31.3674","121.4965_31.3674",2,121.4965,31.3674
"20577","121.4965_31.3675","121.4965_31.3675",1,121.4965,31.3675
"20578","119.9111_32.1658","119.9111_32.1658",32,119.9111,32.1658
"20579","119.9111_32.1659","119.9111_32.1659",3,119.9111,32.1659
"20580","119.911_32.1658","119.911_32.1658",34,119.911,32.1658
"20581","121.9225_29.9325","121.9225_29.9325",1,121.9225,29.9325
"20582","121.9223_29.9326","121.9223_29.9326",367,121.9223,29.9326
"20583","121.9223_29.9328","121.9223_29.9328",6,121.9223,29.9328
"20584","121.0745_30.5824","121.0745_30.5824",6,121.0745,30.5824
"20585","121.0746_30.5825","121.0746_30.5825",5,121.0746,30.5825
"20586","121.0749_30.5822","121.0749_30.5822",1,121.0749,30.5822
"20587","121.0746_30.5823","121.0746_30.5823",1,121.0746,30.5823
"20588","121.0746_30.5824","121.0746_30.5824",5,121.0746,30.5824
"20589","121.0745_30.5825","121.0745_30.5825",1,121.0745,30.5825
"20590","121.0745_30.5823","121.0745_30.5823",2,121.0745,30.5823
"20591","121.0747_30.5823","121.0747_30.5823",2,121.0747,30.5823
"20592","122.0353_29.893","122.0353_29.893",1,122.0353,29.893
"20593","121.0762_30.5831","121.0762_30.5831",2,121.0762,30.5831
"20594","121.0763_30.5829","121.0763_30.5829",1,121.0763,30.5829
"20595","121.0763_30.5828","121.0763_30.5828",2,121.0763,30.5828
"20596","121.0762_30.5827","121.0762_30.5827",1,121.0762,30.5827
"20597","121.0763_30.583","121.0763_30.583",3,121.0763,30.583
"20598","121.0762_30.5829","121.0762_30.5829",9,121.0762,30.5829
"20599","121.0764_30.5829","121.0764_30.5829",1,121.0764,30.5829
"20600","121.9257_29.9344","121.9257_29.9344",9,121.9257,29.9344
"20601","121.8395_29.9878","121.8395_29.9878",46,121.8395,29.9878
"20602","121.8395_29.9879","121.8395_29.9879",9,121.8395,29.9879
"20603","121.8394_29.988","121.8394_29.988",2,121.8394,29.988
"20604","121.8395_29.9877","121.8395_29.9877",19,121.8395,29.9877
"20605","121.8394_29.9877","121.8394_29.9877",5,121.8394,29.9877
"20606","121.8394_29.9878","121.8394_29.9878",6,121.8394,29.9878
"20607","121.8394_29.9879","121.8394_29.9879",5,121.8394,29.9879
"20608","121.8396_29.9877","121.8396_29.9877",8,121.8396,29.9877
"20609","121.8396_29.9878","121.8396_29.9878",7,121.8396,29.9878
"20610","121.8397_29.9877","121.8397_29.9877",1,121.8397,29.9877
"20611","121.8393_29.9877","121.8393_29.9877",1,121.8393,29.9877
"20612","121.8396_29.9879","121.8396_29.9879",2,121.8396,29.9879
"20613","121.9217_29.9323","121.9217_29.9323",258,121.9217,29.9323
"20614","121.9218_29.9323","121.9218_29.9323",40,121.9218,29.9323
"20615","121.9217_29.9324","121.9217_29.9324",200,121.9217,29.9324
"20616","121.9215_29.9325","121.9215_29.9325",1,121.9215,29.9325
"20617","121.9215_29.9326","121.9215_29.9326",1,121.9215,29.9326
"20618","121.9216_29.9324","121.9216_29.9324",17,121.9216,29.9324
"20619","121.9217_29.9322","121.9217_29.9322",28,121.9217,29.9322
"20620","121.9218_29.9324","121.9218_29.9324",191,121.9218,29.9324
"20621","121.9218_29.9325","121.9218_29.9325",25,121.9218,29.9325
"20622","121.8383_29.9892","121.8383_29.9892",4,121.8383,29.9892
"20623","121.8385_29.9894","121.8385_29.9894",11,121.8385,29.9894
"20624","121.8382_29.9892","121.8382_29.9892",1,121.8382,29.9892
"20625","121.9224_29.9325","121.9224_29.9325",9,121.9224,29.9325
"20626","121.9225_29.9326","121.9225_29.9326",6,121.9225,29.9326
"20627","121.8381_29.9903","121.8381_29.9903",1,121.8381,29.9903
"20628","121.9237_29.9334","121.9237_29.9334",145,121.9237,29.9334
"20629","121.9238_29.9334","121.9238_29.9334",27,121.9238,29.9334
"20630","121.9239_29.9334","121.9239_29.9334",3,121.9239,29.9334
"20631","121.9236_29.9337","121.9236_29.9337",3,121.9236,29.9337
"20632","121.9234_29.9335","121.9234_29.9335",3,121.9234,29.9335
"20633","121.8422_29.9431","121.8422_29.9431",33,121.8422,29.9431
"20634","121.8642_29.9373","121.8642_29.9373",21,121.8642,29.9373
"20635","121.8642_29.9372","121.8642_29.9372",4,121.8642,29.9372
"20636","121.8642_29.9375","121.8642_29.9375",32,121.8642,29.9375
"20637","121.8641_29.9373","121.8641_29.9373",4,121.8641,29.9373
"20638","121.0777_30.5833","121.0777_30.5833",4,121.0777,30.5833
"20639","121.923_29.9332","121.923_29.9332",30,121.923,29.9332
"20640","121.9231_29.9332","121.9231_29.9332",64,121.9231,29.9332
"20641","121.923_29.9331","121.923_29.9331",44,121.923,29.9331
"20642","121.9231_29.9334","121.9231_29.9334",6,121.9231,29.9334
"20643","121.923_29.9334","121.923_29.9334",3,121.923,29.9334
"20644","121.923_29.9333","121.923_29.9333",6,121.923,29.9333
"20645","121.9231_29.9333","121.9231_29.9333",10,121.9231,29.9333
"20646","121.9228_29.9333","121.9228_29.9333",2,121.9228,29.9333
"20647","121.9229_29.9334","121.9229_29.9334",1,121.9229,29.9334
"20648","121.9232_29.933","121.9232_29.933",12,121.9232,29.933
"20649","121.0749_30.5824","121.0749_30.5824",5,121.0749,30.5824
"20650","121.0749_30.5825","121.0749_30.5825",14,121.0749,30.5825
"20651","121.0749_30.5826","121.0749_30.5826",1,121.0749,30.5826
"20652","121.075_30.5825","121.075_30.5825",2,121.075,30.5825
"20653","121.0748_30.5825","121.0748_30.5825",8,121.0748,30.5825
"20654","121.0748_30.5824","121.0748_30.5824",1,121.0748,30.5824
"20655","121.075_30.5827","121.075_30.5827",1,121.075,30.5827
"20656","121.075_30.5826","121.075_30.5826",1,121.075,30.5826
"20657","121.0748_30.5826","121.0748_30.5826",1,121.0748,30.5826
"20658","122.0395_29.8916","122.0395_29.8916",17,122.0395,29.8916
"20659","122.0395_29.892","122.0395_29.892",7,122.0395,29.892
"20660","122.0473_29.8894","122.0473_29.8894",56,122.0473,29.8894
"20661","122.0474_29.8892","122.0474_29.8892",57,122.0474,29.8892
"20662","122.0477_29.8891","122.0477_29.8891",2,122.0477,29.8891
"20663","122.0476_29.889","122.0476_29.889",1,122.0476,29.889
"20664","122.0473_29.8891","122.0473_29.8891",3,122.0473,29.8891
"20665","122.0475_29.889","122.0475_29.889",2,122.0475,29.889
"20666","122.0474_29.889","122.0474_29.889",1,122.0474,29.889
"20667","121.0774_30.5834","121.0774_30.5834",1,121.0774,30.5834
"20668","121.0775_30.5834","121.0775_30.5834",8,121.0775,30.5834
"20669","121.0776_30.5834","121.0776_30.5834",21,121.0776,30.5834
"20670","121.0774_30.5835","121.0774_30.5835",1,121.0774,30.5835
"20671","121.0775_30.5835","121.0775_30.5835",3,121.0775,30.5835
"20672","121.0776_30.5832","121.0776_30.5832",1,121.0776,30.5832
"20673","121.0775_30.5833","121.0775_30.5833",5,121.0775,30.5833
"20674","121.0776_30.5835","121.0776_30.5835",3,121.0776,30.5835
"20675","121.0776_30.5833","121.0776_30.5833",6,121.0776,30.5833
"20676","121.0777_30.5834","121.0777_30.5834",1,121.0777,30.5834
"20677","122.04_29.8914","122.04_29.8914",1,122.04,29.8914
"20678","122.039_29.8917","122.039_29.8917",1,122.039,29.8917
"20679","121.9222_29.9325","121.9222_29.9325",67,121.9222,29.9325
"20680","121.9223_29.9325","121.9223_29.9325",32,121.9223,29.9325
"20681","121.9222_29.9326","121.9222_29.9326",167,121.9222,29.9326
"20682","121.9221_29.9326","121.9221_29.9326",17,121.9221,29.9326
"20683","121.9222_29.9327","121.9222_29.9327",7,121.9222,29.9327
"20684","121.9222_29.9323","121.9222_29.9323",1,121.9222,29.9323
"20685","121.922_29.9325","121.922_29.9325",8,121.922,29.9325
"20686","121.9221_29.9325","121.9221_29.9325",11,121.9221,29.9325
"20687","122.0422_29.8914","122.0422_29.8914",1,122.0422,29.8914
"20688","122.043_29.8904","122.043_29.8904",6,122.043,29.8904
"20689","121.9246_29.9339","121.9246_29.9339",21,121.9246,29.9339
"20690","121.9246_29.9337","121.9246_29.9337",1,121.9246,29.9337
"20691","122.0443_29.8903","122.0443_29.8903",26,122.0443,29.8903
"20692","122.0443_29.8902","122.0443_29.8902",16,122.0443,29.8902
"20693","122.0443_29.8905","122.0443_29.8905",1,122.0443,29.8905
"20694","121.0742_30.5823","121.0742_30.5823",20,121.0742,30.5823
"20695","121.0738_30.5823","121.0738_30.5823",57,121.0738,30.5823
"20696","121.074_30.5823","121.074_30.5823",38,121.074,30.5823
"20697","121.0742_30.5825","121.0742_30.5825",1,121.0742,30.5825
"20698","121.0739_30.5823","121.0739_30.5823",25,121.0739,30.5823
"20699","121.074_30.5825","121.074_30.5825",1,121.074,30.5825
"20700","121.074_30.5822","121.074_30.5822",1,121.074,30.5822
"20701","121.074_30.5824","121.074_30.5824",1,121.074,30.5824
"20702","121.0741_30.5824","121.0741_30.5824",3,121.0741,30.5824
"20703","121.0739_30.5822","121.0739_30.5822",1,121.0739,30.5822
"20704","121.0737_30.5821","121.0737_30.5821",3,121.0737,30.5821
"20705","121.0741_30.5823","121.0741_30.5823",1,121.0741,30.5823
"20706","122.0399_29.8916","122.0399_29.8916",33,122.0399,29.8916
"20707","122.0053_29.77","122.0053_29.77",1,122.0053,29.77
"20708","122.0389_29.8923","122.0389_29.8923",4,122.0389,29.8923
"20709","121.0755_30.5828","121.0755_30.5828",36,121.0755,30.5828
"20710","121.0754_30.5828","121.0754_30.5828",17,121.0754,30.5828
"20711","121.0756_30.583","121.0756_30.583",21,121.0756,30.583
"20712","121.0756_30.5828","121.0756_30.5828",49,121.0756,30.5828
"20713","121.0755_30.583","121.0755_30.583",2,121.0755,30.583
"20714","121.0754_30.583","121.0754_30.583",6,121.0754,30.583
"20715","121.0753_30.5828","121.0753_30.5828",5,121.0753,30.5828
"20716","121.0754_30.5827","121.0754_30.5827",1,121.0754,30.5827
"20717","121.922_29.9328","121.922_29.9328",4,121.922,29.9328
"20718","121.9222_29.9328","121.9222_29.9328",13,121.9222,29.9328
"20719","121.0771_30.5834","121.0771_30.5834",3,121.0771,30.5834
"20720","121.0771_30.5833","121.0771_30.5833",25,121.0771,30.5833
"20721","121.0768_30.5834","121.0768_30.5834",7,121.0768,30.5834
"20722","121.0772_30.5833","121.0772_30.5833",12,121.0772,30.5833
"20723","121.0767_30.5833","121.0767_30.5833",7,121.0767,30.5833
"20724","121.077_30.5833","121.077_30.5833",15,121.077,30.5833
"20725","121.0771_30.583","121.0771_30.583",3,121.0771,30.583
"20726","121.0773_30.5832","121.0773_30.5832",7,121.0773,30.5832
"20727","121.0772_30.5832","121.0772_30.5832",8,121.0772,30.5832
"20728","121.0766_30.5832","121.0766_30.5832",3,121.0766,30.5832
"20729","121.0771_30.5832","121.0771_30.5832",8,121.0771,30.5832
"20730","121.077_30.5832","121.077_30.5832",3,121.077,30.5832
"20731","121.0768_30.5833","121.0768_30.5833",5,121.0768,30.5833
"20732","121.0772_30.5834","121.0772_30.5834",10,121.0772,30.5834
"20733","121.0774_30.5832","121.0774_30.5832",3,121.0774,30.5832
"20734","121.0773_30.5833","121.0773_30.5833",5,121.0773,30.5833
"20735","121.0768_30.583","121.0768_30.583",3,121.0768,30.583
"20736","121.077_30.5834","121.077_30.5834",7,121.077,30.5834
"20737","121.077_30.5835","121.077_30.5835",4,121.077,30.5835
"20738","121.0772_30.5835","121.0772_30.5835",5,121.0772,30.5835
"20739","121.0762_30.583","121.0762_30.583",10,121.0762,30.583
"20740","121.0761_30.583","121.0761_30.583",1,121.0761,30.583
"20741","121.0761_30.5829","121.0761_30.5829",2,121.0761,30.5829
"20742","121.0761_30.5828","121.0761_30.5828",1,121.0761,30.5828
"20743","121.0762_30.5828","121.0762_30.5828",2,121.0762,30.5828
"20744","121.8642_29.9374","121.8642_29.9374",184,121.8642,29.9374
"20745","121.866_29.937","121.866_29.937",11,121.866,29.937
"20746","121.8642_29.9376","121.8642_29.9376",6,121.8642,29.9376
"20747","121.8641_29.9375","121.8641_29.9375",122,121.8641,29.9375
"20748","121.8698_29.9359","121.8698_29.9359",4,121.8698,29.9359
"20749","121.8641_29.9374","121.8641_29.9374",26,121.8641,29.9374
"20750","121.8388_30.0539","121.8388_30.0539",2,121.8388,30.0539
"20751","122.0452_30.6335","122.0452_30.6335",6,122.0452,30.6335
"20752","122.0452_30.6336","122.0452_30.6336",27,122.0452,30.6336
"20753","122.0554_30.6255","122.0554_30.6255",2,122.0554,30.6255
"20754","122.0452_29.8896","122.0452_29.8896",3,122.0452,29.8896
"20755","122.0577_30.6248","122.0577_30.6248",36,122.0577,30.6248
"20756","122.0578_30.6248","122.0578_30.6248",10,122.0578,30.6248
"20757","122.0577_30.6251","122.0577_30.6251",2,122.0577,30.6251
"20758","122.0577_30.6249","122.0577_30.6249",7,122.0577,30.6249
"20759","122.0577_30.625","122.0577_30.625",1,122.0577,30.625
"20760","121.8693_29.9355","121.8693_29.9355",21,121.8693,29.9355
"20761","121.6654_31.3318","121.6654_31.3318",44,121.6654,31.3318
"20762","121.8653_29.9375","121.8653_29.9375",4,121.8653,29.9375
"20763","121.8655_29.9373","121.8655_29.9373",7,121.8655,29.9373
"20764","121.8638_29.9373","121.8638_29.9373",29,121.8638,29.9373
"20765","121.8639_29.9373","121.8639_29.9373",13,121.8639,29.9373
"20766","121.5075_31.3532","121.5075_31.3532",33,121.5075,31.3532
"20767","121.5075_31.3536","121.5075_31.3536",2,121.5075,31.3536
"20768","121.5076_31.3531","121.5076_31.3531",4,121.5076,31.3531
"20769","121.5075_31.3534","121.5075_31.3534",6,121.5075,31.3534
"20770","121.5075_31.3535","121.5075_31.3535",5,121.5075,31.3535
"20771","121.5062_31.3543","121.5062_31.3543",2,121.5062,31.3543
"20772","121.5061_31.3545","121.5061_31.3545",2,121.5061,31.3545
"20773","121.5056_31.3539","121.5056_31.3539",2,121.5056,31.3539
"20774","121.5076_31.3533","121.5076_31.3533",7,121.5076,31.3533
"20775","121.5076_31.3532","121.5076_31.3532",2,121.5076,31.3532
"20776","121.8638_29.9374","121.8638_29.9374",132,121.8638,29.9374
"20777","121.8638_29.9377","121.8638_29.9377",126,121.8638,29.9377
"20778","121.864_29.9374","121.864_29.9374",71,121.864,29.9374
"20779","121.8705_29.9354","121.8705_29.9354",139,121.8705,29.9354
"20780","121.8705_29.9355","121.8705_29.9355",47,121.8705,29.9355
"20781","121.8703_29.9352","121.8703_29.9352",49,121.8703,29.9352
"20782","121.8703_29.935","121.8703_29.935",1,121.8703,29.935
"20783","121.8703_29.9351","121.8703_29.9351",87,121.8703,29.9351
"20784","122.0532_29.8885","122.0532_29.8885",7,122.0532,29.8885
"20785","122.0519_29.8885","122.0519_29.8885",1,122.0519,29.8885
"20786","122.6932_30.9657","122.6932_30.9657",1,122.6932,30.9657
"20787","121.8675_29.9367","121.8675_29.9367",3,121.8675,29.9367
"20788","121.6678_31.3303","121.6678_31.3303",3,121.6678,31.3303
"20789","122.2152_29.9254","122.2152_29.9254",1,122.2152,29.9254
"20790","121.8636_29.9374","121.8636_29.9374",13,121.8636,29.9374
"20791","121.8665_29.937","121.8665_29.937",5,121.8665,29.937
"20792","121.6679_31.3313","121.6679_31.3313",3,121.6679,31.3313
"20793","121.6661_31.3324","121.6661_31.3324",1,121.6661,31.3324
"20794","121.6662_31.3312","121.6662_31.3312",1,121.6662,31.3312
"20795","121.8645_29.9376","121.8645_29.9376",6,121.8645,29.9376
"20796","121.8648_29.9378","121.8648_29.9378",1,121.8648,29.9378
"20797","122.0494_29.8896","122.0494_29.8896",4,122.0494,29.8896
"20798","121.6658_31.3314","121.6658_31.3314",9,121.6658,31.3314
"20799","121.668_31.3314","121.668_31.3314",1,121.668,31.3314
"20800","122.0442_29.8899","122.0442_29.8899",2,122.0442,29.8899
"20801","122.0447_29.8907","122.0447_29.8907",2,122.0447,29.8907
"20802","121.9335_29.9394","121.9335_29.9394",1,121.9335,29.9394
